,Name,Line
508,pam,yeah um theres good things about michael he uh uh yeah definitely um
509,michael,in this way i can truly be a hero signed daffy duck laughing hes going to lose it when he reads that doh hogan not again hogan get col burkhalter on the phone laughing im kind of a hogan around here and kind of jan is kind of col burkhalter then dwight is schultz but its oh god we have fun we have fun cause hes gonna be pissed making voice no doubt about it
510,dwight,what you doing
511,jim,freecell
512,dwight,solitaire is a oneplayer game it cant have two players
513,jim,well i mean
514,dwight,whats your win rate
515,pam,seventysix percent whats yours
516,dwight,youre not allowed to play twoplayer you need to start over
517,pam,youre doing fine
518,michael,are we going  dwight puts four fingers in front of the camera to start a countdown dont do that just say action when were ready
519,dwight,dunder mifflin michael scott diversity tomorrow take four and action
520,michael,mumbling should i turn no do it again
521,dwight,diversity tomorrow take five action
522,michael,hi im michael scott im in charge of dunder mifflin paper products here in scranton pennsylvania but im also the founder of diversity tomorrow because today is almost over abraham lincoln once said that if youre a racist i will attack you with the north and those are the principles damn it okay sorry dont laugh please dont laugh this time dwight youre its its bugging me let me give myself a countdown ready three two one
523,dwight,take six
524,michael,just let me do it god three two one hi im michael scott im in charge of dunder mifflin paper products here in scranton keep the camera steady please people are gonna get sea sick watching this ready three two one
525,dwight,action
526,michael,dont please dont say anything sighs oh god
527,dwight,and action lights camera action whenever youre ready
528,michael,could i count myself down please dwight three two one hi im michael scott im in charge of dunder mifflin paper products here in scranton pennsylvania but im also the founder of diversity tomorrow because today is almost over abraham lincoln once said that if youre a racist i will attack you with the north and those are the principles that i carry with me in the workplace
529,dwight,cut
530,michael,wandering around the room during his diversity exercise i want you to push it i want you to push cause breakthroughs are right around the corner somethings going to pop here somethings going to pop between a party feel what its like to be in someone elses skin what does it feel like to be a different race it feels pretty bad doesnt it so let that come out
531,michael,yeah i marched on washington back in the day i went to the washington monument and the lincoln memorial us mint congressman talked to our class it was pretty cool
532,michael,talk like youre talking to that race i have a feeling that this could get kind of volatile so keep it going camera shows devon sitting outside with west nile
533,jim,um whats going on here
534,pam,people treat us like the race on our forehead and then we guess what race we are
535,jim,ah good good luck doing good goes to the index cards and writes another race down
536,dwight,oh man am i a woman
537,jim,yes yes
538,dwight,god
539,jim,how embarrassing is it thats not fair here
540,dwight,its not fair
541,jim,try this takes dwights asian race and switches it with the one he wrote
542,dwight,thank you thank you very much
543,jim,go get em
544,dwight,good clears throat so am i a hunter gather culture
545,pam,no
546,dwight,do i live near a harbor or an ocean
547,pam,no
548,dwight,no im an inland am i a mountainous
549,pam,no
550,dwight,am i nomadic
551,pam,no
552,dwight,okay okay okay okay i think i got this um i am treated in a foreign way with a great deal of prejudice am i one of those tribes in africa the piggies or whatever
