Name,Line
michael,talk like youre talking to that race i have a feeling that this could get kind of volatile so keep it going camera shows devon sitting outside with west nile
jim,um whats going on here
pam,people treat us like the race on our forehead and then we guess what race we are
jim,ah good good luck doing good goes to the index cards and writes another race down
dwight,oh man am i a woman
jim,yes yes
dwight,god
jim,how embarrassing is it thats not fair here
dwight,its not fair
jim,try this takes dwights asian race and switches it with the one he wrote
dwight,thank you thank you very much
jim,go get em
dwight,good clears throat so am i a hunter gather culture
pam,no
dwight,do i live near a harbor or an ocean
pam,no
dwight,no im an inland am i a mountainous
pam,no
dwight,am i nomadic
pam,no
dwight,okay okay okay okay i think i got this um i am treated in a foreign way with a great deal of prejudice am i one of those tribes in africa the piggies or whatever
pam,no
dwight,no but i am i am human right pam hesitates
dwight,dwights new race is dwight i could be french
dwight,takes his dwight race off his forehead damn it jim thats not funny jim
michael,oh okay here we go breakthrough radar what happened what happened here
pam,it didnt have anything to do with race
michael,okay all right lets keep on track keep on point lets do it
pam,one time we had an ethnic festival in scranton one time
michael,try my googi googi lowering voice try my googi googi highpitched voice try my googi googi try my kelly slaps michael all right all right yes that was great she gets it kelly thank you claps shes not here but she gets it thats what we have been looking for the whole time trying not to cry oh man this is what i thrive on you know its like don rickles on acid man right
jim,um why did she slap martin luther king
michael,what huh
pam,what card was she
jim,i think she wasnt wearing a card
michael,its good this is good we got it happening now all right lets keep it rolling lets round it up
michael,pam pamela pamelamadingdong making copies
pam,im not making any copies
michael,lets go messages stat lots to do lots to do information superhighway
pam,nothing new
michael,lay them on me what
pam,theres nothing new
michael,thats not what you said earlier
pam,oh do you want me to repeat the messages that i gave you before for the nods toward camera
michael,the most sacred thing i do is care and provide for my workers my family i give them money i give them food not directly but through the money i heal them today i am in charge of picking a great new health care plan right thats what this is all about does that make me their doctor um yes in a way yeah like a specialist
